P 100.0000, 900.0000, 0.0000,  0, 0, 0,  2,  Revised_Map:_Brewall_Rainsinger_(Cazic-Thule)
P 100.0000, 1100.0000, 0.0000,  0, 0, 0,  2,  http://www.eqmaps.info
P 100.0000, 1300.0000, 0.0000,  0, 0, 0,  2,  Return_of_the_Exiled_(www.roteguild.org)
L -18.0000, -95.0000, 101.0000, -18.0000, -89.0000, 101.0000, 0, 0, 0
L -23.0000, -95.0000, 101.0000, -23.0000, -90.0000, 101.0000, 0, 0, 0
L -18.0000, -95.0000, 101.0000, -23.0000, -95.0000, 101.0000, 0, 0, 0
L 70.0000, 26.0000, 101.0000, 70.0000, 59.0000, 101.0000, 0, 0, 0
L 65.0000, 62.0000, 101.0000, 65.0000, 21.0000, 101.0000, 0, 0, 0
L 249.0000, 59.0000, 101.0000, 249.0000, 55.0000, 101.0000, 0, 0, 0
L 234.0000, 55.0000, 101.0000, 249.0000, 55.0000, 101.0000, 0, 0, 0
L 95.0000, -28.0000, 101.0000, 95.0000, 21.0000, 101.0000, 0, 0, 0
L 413.0000, -530.0000, 101.0000, 410.0000, -526.0000, 101.0000, 0, 0, 0
L 405.0000, -503.0000, 101.0000, 409.0000, -507.0000, 101.0000, 0, 0, 0
L 418.4224, -519.0000, 101.0000, 422.0000, -523.0000, 101.0000, 0, 0, 0
L 409.6457, -526.0000, 101.0000, 418.0000, -519.0000, 101.0000, 0, 0, 0
L 399.6894, -515.0000, 101.0000, 396.0000, -511.0000, 101.0000, 0, 0, 0
L 483.0000, -531.0000, 101.0000, 456.0000, -501.0000, 101.0000, 0, 0, 0
L -104.9490, -6.0000, 101.0000, -105.0000, 7.0000, 101.0000, 204, 51, 0
L -104.9490, 7.0000, 101.0000, -87.0000, 5.0000, 101.0000, 204, 51, 0
L -85.0000, 40.0000, 101.0000, -87.0000, 5.0000, 101.0000, 204, 51, 0
L -148.0000, -568.0000, 101.0000, -148.0000, -540.0000, 101.0000, 0, 0, 0
L -143.0000, -540.0000, 101.0000, -148.0000, -540.0000, 101.0000, 0, 0, 0
L -148.0000, -568.0000, 101.0000, -152.0000, -568.0000, 101.0000, 0, 0, 0
L -152.0000, -580.0000, 101.0000, -152.0000, -568.0000, 101.0000, 0, 0, 0
L -548.0000, -355.0000, 101.0000, -468.0000, -355.0000, 101.0000, 0, 0, 0
L -468.0000, -295.0000, 101.0000, -468.0000, -355.0000, 101.0000, 0, 0, 0
L 263.0000, -272.0000, 101.0000, 69.0000, -272.0000, 101.0000, 0, 0, 0
L 69.0000, -282.0000, 101.0000, 69.0000, -319.0000, 101.0000, 0, 0, 0
L 69.0000, -282.0000, 101.0000, 69.0000, -272.0000, 101.0000, 0, 0, 0
L -60.0000, -420.0000, 101.0000, 75.0000, -420.0000, 101.0000, 0, 0, 0
L 96.0000, 59.0000, 124.0000, 96.0000, 46.0000, 124.0000, 204, 51, 0
L 96.0000, 46.0000, 124.0000, 118.0000, 46.0000, 124.0000, 204, 51, 0
L -25.0000, 120.0000, 124.0000, -42.0000, 120.0000, 124.0000, 204, 51, 0
L -42.0000, 120.0000, 124.0000, -42.0000, 76.0000, 124.0000, 204, 51, 0
L -77.0000, -200.0000, 124.0000, -77.0000, -188.0000, 124.0000, 204, 51, 0
L -60.0000, -536.0000, 124.0000, -74.0000, -536.0000, 124.0000, 204, 51, 0
L -94.0000, -567.0000, 124.0000, -94.0000, -580.0000, 124.0000, 204, 51, 0
L 49.0000, -137.0000, 124.0000, 31.0000, -137.0000, 124.0000, 204, 51, 0
L 422.0000, -66.0000, 124.0000, 422.0000, -77.0000, 124.0000, 204, 51, 0
L 422.0000, -77.0000, 124.0000, 475.0000, -77.0000, 124.0000, 204, 51, 0
L 475.0000, -77.0000, 124.0000, 475.0000, -66.0000, 124.0000, 204, 51, 0
L 329.0000, -469.0000, 124.0000, 362.0000, -509.0000, 124.0000, 204, 51, 0
L -471.0000, -472.0000, 124.0000, -471.0000, -453.0000, 124.0000, 204, 51, 0
L -277.0000, 14.0000, 124.0000, -268.0000, 3.0000, 124.0000, 204, 51, 0
L -261.0000, -35.0000, 124.0000, -271.0000, -45.0000, 124.0000, 204, 51, 0
L -333.0000, 36.0000, 124.0000, -367.0000, 77.0000, 124.0000, 204, 51, 0
L -490.0000, 297.0000, 124.0000, -490.0000, 310.0000, 124.0000, 204, 51, 0
L -170.0000, 519.0000, 124.0000, -184.0000, 519.0000, 124.0000, 204, 51, 0
L 334.0000, 207.0000, 124.0000, 334.0000, 193.0000, 124.0000, 204, 51, 0
L 314.0000, 158.0000, 124.0000, 300.0000, 158.0000, 124.0000, 204, 51, 0
L 523.0000, 350.0000, 124.0000, 508.0000, 344.0000, 124.0000, 204, 51, 0
L 494.0000, 372.0000, 124.0000, 475.0000, 361.0000, 124.0000, 204, 51, 0
L 475.0000, 361.0000, 124.0000, 467.0000, 372.0000, 124.0000, 204, 51, 0
L 414.0000, 457.0000, 124.0000, 421.0000, 444.0000, 124.0000, 204, 51, 0
L 404.0000, 434.0000, 124.0000, 421.0000, 404.0000, 124.0000, 204, 51, 0
L 421.0000, 404.0000, 124.0000, 409.0000, 398.0000, 124.0000, 204, 51, 0
L 305.0000, 470.0000, 124.0000, 328.0000, 470.0000, 124.0000, 204, 51, 0
L 328.0000, 470.0000, 124.0000, 328.0000, 457.0000, 124.0000, 204, 51, 0
L 222.0000, 574.0000, 124.0000, 210.0000, 574.0000, 124.0000, 204, 51, 0
L -470.0000, 567.0000, 124.0000, -470.0000, 580.0000, 124.0000, 204, 51, 0
L -470.0000, 567.0000, 124.0000, -426.0000, 567.0000, 124.0000, 204, 51, 0
L -426.0000, 567.0000, 124.0000, -426.0000, 580.0000, 124.0000, 204, 51, 0
L -432.0000, 368.0000, 124.0000, -432.0000, 381.0000, 124.0000, 204, 51, 0
L -432.0000, 381.0000, 124.0000, -463.0000, 381.0000, 124.0000, 204, 51, 0
L -478.0000, 401.0000, 124.0000, -463.0000, 401.0000, 124.0000, 204, 51, 0
L -463.0000, 401.0000, 124.0000, -463.0000, 381.0000, 124.0000, 204, 51, 0
L -513.0000, 340.0000, 124.0000, -527.0000, 340.0000, 124.0000, 204, 51, 0
L -513.0000, 340.0000, 124.0000, -513.0000, 310.0000, 124.0000, 204, 51, 0
L -490.0000, 310.0000, 124.0000, -513.0000, 310.0000, 124.0000, 204, 51, 0
L -492.0000, 227.0000, 124.0000, -475.0000, 227.0000, 124.0000, 204, 51, 0
L -462.0000, -14.0000, 124.0000, -444.0000, -14.0000, 124.0000, 204, 51, 0
L -444.0000, -14.0000, 124.0000, -444.0000, 29.0000, 124.0000, 204, 51, 0
L -490.0000, 29.0000, 124.0000, -444.0000, 29.0000, 124.0000, 204, 51, 0
L -490.0000, 9.0000, 124.0000, -490.0000, 29.0000, 124.0000, 204, 51, 0
L -345.0000, -544.0000, 124.0000, -351.9252, -544.0000, 124.0000, 204, 51, 0
L -345.0000, -544.0000, 124.0000, -345.0000, -589.0000, 124.0000, 204, 51, 0
L -351.9252, -544.0000, 124.0000, -352.0000, -544.0000, 124.0000, 204, 51, 0
L -351.9252, -544.0000, 124.0000, -356.0000, -544.0000, 124.0000, 204, 51, 0
L -345.0000, -589.0000, 124.0000, -356.0000, -589.0000, 124.0000, 204, 51, 0
L 258.0000, -355.0000, 147.1496, 237.0000, -355.0000, 147.1496, 204, 51, 0
L 237.0000, -298.0000, 147.1496, 237.0000, -355.0000, 147.1496, 204, 51, 0
L 237.0000, -298.0000, 147.1496, 190.0000, -298.0000, 147.1496, 204, 51, 0
L 190.0000, -298.0000, 147.1496, 190.0000, -277.0000, 147.1496, 204, 51, 0
L -471.0000, -472.0000, 124.0000, -456.0000, -472.0000, 124.0000, 204, 51, 0
L -471.0000, -453.0000, 124.0000, -500.0000, -453.0000, 124.0000, 204, 51, 0
L -500.0000, -439.0000, 124.0000, -500.0000, -453.0000, 124.0000, 204, 51, 0
L -373.0000, -478.0000, 124.0000, -373.0000, -457.0000, 124.0000, 204, 51, 0
L -316.0000, -457.0000, 124.0000, -373.0000, -457.0000, 124.0000, 204, 51, 0
L -316.0000, -457.0000, 124.0000, -316.0000, -410.0000, 124.0000, 204, 51, 0
L -295.0000, -410.0000, 124.0000, -316.0000, -410.0000, 124.0000, 204, 51, 0
L 172.0000, 345.0000, 124.0000, 159.0000, 345.0000, 124.0000, 204, 51, 0
L 129.0000, 297.0000, 124.0000, 129.0000, 312.0000, 124.0000, 204, 51, 0
L 129.0000, 312.0000, 124.0000, 159.0000, 312.0000, 124.0000, 204, 51, 0
L 159.0000, 345.0000, 124.0000, 159.0000, 312.0000, 124.0000, 204, 51, 0
L 39.0000, 589.0000, 124.0000, 51.0000, 589.0000, 124.0000, 204, 51, 0
L 39.0000, 542.0000, 124.0000, 51.0000, 542.0000, 124.0000, 204, 51, 0
L 39.0000, 542.0000, 124.0000, 39.0000, 589.0000, 124.0000, 204, 51, 0
L -110.0000, 297.0000, 147.0000, -63.0000, 297.0000, 147.0000, 204, 51, 0
L -110.0000, 297.0000, 147.0000, -110.0000, 353.0000, 147.0000, 204, 51, 0
L -110.0000, 353.0000, 147.0000, -131.0000, 353.0000, 147.0000, 204, 51, 0
L -63.0000, 276.0000, 147.0000, -63.0000, 297.0000, 147.0000, 204, 51, 0
L -184.0000, 519.0000, 124.0000, -184.0000, 551.0000, 124.0000, 204, 51, 0
L -207.0000, 551.0000, 124.0000, -184.0000, 551.0000, 124.0000, 204, 51, 0
L -207.0000, 564.0000, 124.0000, -207.0000, 551.0000, 124.0000, 204, 51, 0
L -238.0000, 327.0000, 124.0000, -224.0000, 327.0000, 124.0000, 204, 51, 0
L -189.0000, 293.0000, 124.0000, -189.0000, 307.0000, 124.0000, 204, 51, 0
L -224.0000, 307.0000, 124.0000, -189.0000, 307.0000, 124.0000, 204, 51, 0
L -224.0000, 327.0000, 124.0000, -224.0000, 307.0000, 124.0000, 204, 51, 0
L -137.0000, 418.0000, 124.0000, -137.0000, 432.0000, 124.0000, 204, 51, 0
L -106.0000, 432.0000, 124.0000, -137.0000, 432.0000, 124.0000, 204, 51, 0
L -106.0000, 454.0000, 124.0000, -106.0000, 432.0000, 124.0000, 204, 51, 0
L -106.0000, 454.0000, 124.0000, -90.0000, 454.0000, 124.0000, 204, 51, 0
L 305.0000, 470.0000, 124.0000, 305.0000, 503.0000, 124.0000, 204, 51, 0
L 305.0000, 503.0000, 124.0000, 291.0000, 503.0000, 124.0000, 204, 51, 0
L 222.0000, 574.0000, 124.0000, 222.0000, 596.0000, 124.0000, 204, 51, 0
L 255.0000, 611.0000, 124.0000, 255.0000, 596.0000, 124.0000, 204, 51, 0
L 222.0000, 596.0000, 124.0000, 255.0000, 596.0000, 124.0000, 204, 51, 0
L 544.0000, 564.0000, 124.0000, 557.0000, 564.0000, 124.0000, 204, 51, 0
L 544.0000, 564.0000, 124.0000, 544.0000, 597.0000, 124.0000, 204, 51, 0
L 520.0000, 597.0000, 124.0000, 544.0000, 597.0000, 124.0000, 204, 51, 0
L -94.0000, -567.0000, 124.0000, -74.0000, -567.0000, 124.0000, 204, 51, 0
L -74.0000, -536.0000, 124.0000, -74.0000, -567.0000, 124.0000, 204, 51, 0
L 107.0000, -540.0000, 124.0000, 94.0000, -540.0000, 124.0000, 204, 51, 0
L 94.0000, -540.0000, 124.0000, 94.0000, -510.0000, 124.0000, 204, 51, 0
L 72.0000, -510.0000, 124.0000, 72.0000, -496.0000, 124.0000, 204, 51, 0
L 72.0000, -510.0000, 124.0000, 94.0000, -510.0000, 124.0000, 204, 51, 0
L 362.0000, -509.0000, 124.0000, 353.0000, -517.0000, 124.0000, 204, 51, 0
L 329.0000, -469.0000, 124.0000, 320.0000, -478.0000, 124.0000, 204, 51, 0
L 419.0000, -532.0000, 124.0000, 428.0000, -543.0000, 124.0000, 204, 51, 0
L 428.1089, -543.0000, 124.0000, 412.0000, -556.0000, 124.0000, 204, 51, 0
L 421.4068, -588.0000, 124.0000, 432.0000, -580.0000, 124.0000, 204, 51, 0
L 432.3584, -580.0000, 124.0000, 412.0000, -556.0000, 124.0000, 204, 51, 0
L -85.0000, 40.0000, 124.0000, -71.0000, 38.0000, 124.0000, 204, 51, 0
L 1.0000, 96.0000, 124.0000, 1.0000, 76.0000, 124.0000, 204, 51, 0
L -42.0000, 76.0000, 124.0000, 1.0000, 76.0000, 124.0000, 204, 51, 0
L -333.0000, 36.0000, 124.0000, -342.0000, 29.0000, 124.0000, 204, 51, 0
L -367.0000, 77.0000, 124.0000, -376.0000, 70.0000, 124.0000, 204, 51, 0
L -448.0000, 204.0000, 124.0000, -448.0000, 188.0000, 124.0000, 204, 51, 0
L -448.0000, 188.0000, 124.0000, -492.0000, 188.0000, 124.0000, 204, 51, 0
L -492.0000, 227.0000, 124.0000, -492.0000, 188.0000, 124.0000, 204, 51, 0
L 216.0000, -123.0000, 124.0000, 216.0000, -134.0000, 124.0000, 204, 51, 0
L 162.0000, -123.0000, 124.0000, 162.0000, -134.0000, 124.0000, 204, 51, 0
L 216.0000, -123.0000, 124.0000, 162.0000, -123.0000, 124.0000, 204, 51, 0
L 133.0000, 13.0000, 124.0000, 118.0000, 13.0000, 124.0000, 204, 51, 0
L 118.0000, 46.0000, 124.0000, 118.0000, 13.0000, 124.0000, 204, 51, 0
L 64.0000, -103.0000, 124.0000, 49.0000, -103.0000, 124.0000, 204, 51, 0
L 49.0000, -137.0000, 124.0000, 49.0000, -103.0000, 124.0000, 204, 51, 0
L 31.0000, -137.0000, 124.0000, 31.0000, -152.0000, 124.0000, 204, 51, 0
L 520.0000, 597.0000, 124.0000, 520.0000, 611.0000, 124.0000, 204, 51, 0
L 508.0000, 344.0000, 124.0000, 494.0000, 372.0000, 124.0000, 204, 51, 0
L 404.0000, 434.0000, 124.0000, 421.0000, 444.0000, 124.0000, 204, 51, 0
L -268.0000, 3.0000, 124.0000, -282.0000, -10.0000, 124.0000, 204, 51, 0
L -261.0000, -35.0000, 124.0000, -282.0000, -10.0000, 124.0000, 204, 51, 0
L 441.0000, 207.0000, 124.0000, 453.0000, 207.0000, 124.0000, 204, 51, 0
L 441.0000, 207.0000, 124.0000, 441.0000, 256.0000, 124.0000, 204, 51, 0
L 453.0000, 256.0000, 124.0000, 441.0000, 256.0000, 124.0000, 204, 51, 0
L 334.0000, 193.0000, 124.0000, 314.0000, 193.0000, 124.0000, 204, 51, 0
L 314.0000, 158.0000, 124.0000, 314.0000, 193.0000, 124.0000, 204, 51, 0
L -77.0000, -188.0000, 124.0000, -130.0000, -188.0000, 124.0000, 204, 51, 0
L -130.0000, -200.0000, 124.0000, -130.0000, -188.0000, 124.0000, 204, 51, 0
L -104.9490, -6.0000, 124.0000, -105.0000, 7.0000, 124.0000, 204, 51, 0
L -104.9490, 7.0000, 124.0000, -87.0000, 5.0000, 124.0000, 204, 51, 0
L -85.0000, 40.0000, 124.0000, -87.0000, 5.0000, 124.0000, 204, 51, 0
L 74.0000, 26.0000, 124.0000, 70.0000, 26.0000, 124.0000, 125, 125, 125
L 70.0000, 59.0000, 124.0000, 96.0000, 59.0000, 124.0000, 125, 125, 125
L 133.0000, -23.0000, 124.0000, 100.0000, -23.0000, 124.0000, 125, 125, 125
L 150.0000, -134.0000, 124.0000, 150.0000, -101.0000, 124.0000, 125, 125, 125
L -25.0000, 151.0000, 124.0000, -25.0000, 120.0000, 124.0000, 125, 125, 125
L 1.0000, 131.0000, 124.0000, 24.0000, 131.0000, 124.0000, 125, 125, 125
L 24.0000, 131.0000, 124.0000, 24.0000, 68.0000, 124.0000, 125, 125, 125
L 24.0000, 68.0000, 124.0000, -68.0000, 68.0000, 124.0000, 125, 125, 125
L -68.0000, 68.0000, 124.0000, -68.0000, 151.0000, 124.0000, 125, 125, 125
L -154.0000, 36.0000, 124.0000, -152.0000, 60.0000, 124.0000, 125, 125, 125
L -152.0000, 60.0000, 124.0000, -70.0000, 52.0000, 124.0000, 125, 125, 125
L -104.9490, -6.0000, 124.0000, -158.0000, -2.0000, 124.0000, 125, 125, 125
L -158.0000, -2.0000, 124.0000, -154.0000, 36.0000, 124.0000, 125, 125, 125
L -122.0000, -130.0000, 124.0000, -122.0000, -107.0000, 124.0000, 125, 125, 125
L -122.0000, -107.0000, 124.0000, -59.0000, -107.0000, 124.0000, 125, 125, 125
L -59.0000, -107.0000, 124.0000, -59.0000, -200.0000, 124.0000, 125, 125, 125
L -142.0000, -200.0000, 124.0000, -142.0000, -167.0000, 124.0000, 125, 125, 125
L -143.0000, -517.0000, 124.0000, -60.0000, -517.0000, 124.0000, 125, 125, 125
L -94.0000, -580.0000, 124.0000, -143.0000, -580.0000, 124.0000, 125, 125, 125
L -143.0000, -580.0000, 124.0000, -143.0000, -517.0000, 124.0000, 125, 125, 125
L 45.0000, -496.0000, 124.0000, 72.0000, -496.0000, 124.0000, 125, 125, 125
L 107.0000, -579.0000, 124.0000, 75.0000, -579.0000, 124.0000, 125, 125, 125
L 75.0000, -579.0000, 124.0000, 74.0000, -530.0000, 124.0000, 125, 125, 125
L 198.0000, -530.0000, 147.0000, 135.0000, -530.0000, 147.0000, 255, 255, 255
L -144.0000, -510.0000, 147.0000, -144.0000, -271.0000, 147.0000, 255, 255, 255
L -144.0000, -260.0000, 147.0000, -144.0000, -207.0000, 147.0000, 255, 255, 255
L -144.0000, -207.0000, 147.0000, 18.0000, -207.0000, 147.0000, 255, 255, 255
L 18.0000, -207.0000, 147.0000, 18.0000, -224.0000, 147.0000, 255, 255, 255
L -18.0000, -89.0000, 124.0000, 64.0000, -89.0000, 124.0000, 125, 125, 125
L -18.0000, -152.0000, 124.0000, -18.0000, -89.8307, 124.0000, 125, 125, 125
L 467.0000, -158.0000, 124.0000, 408.0000, -158.0000, 124.0000, 125, 125, 125
L 404.0000, -158.0000, 124.0000, 404.0000, -66.0000, 124.0000, 125, 125, 125
L 487.0000, -66.0000, 124.0000, 487.0000, -98.0000, 124.0000, 125, 125, 125
L 433.0000, -602.0000, 124.0000, 497.0000, -549.0000, 124.0000, 125, 125, 125
L 395.0000, -423.0000, 124.0000, 378.0000, -437.0000, 124.0000, 125, 125, 125
L 378.0000, -437.0000, 124.0000, 403.0000, -468.0000, 124.0000, 125, 125, 125
L 403.0000, -468.0000, 124.0000, 394.0000, -475.0000, 124.0000, 125, 125, 125
L 403.0000, -468.0000, 124.0000, 374.0000, -491.0000, 124.0000, 125, 125, 125
L 374.0000, -491.0000, 124.0000, 337.0000, -446.0000, 124.0000, 125, 125, 125
L 337.0000, -446.0000, 124.0000, 311.0000, -467.0000, 124.0000, 125, 125, 125
L 365.0000, -530.0000, 124.0000, 436.0000, -471.0000, 124.0000, 125, 125, 125
L 18.0000, -224.0000, 147.0000, 18.0000, -260.0000, 147.0000, 255, 255, 255
L -61.0000, -271.0000, 147.0000, -61.0000, -376.0000, 147.0000, 255, 255, 255
L -61.0000, -376.0000, 147.0000, 75.0000, -376.0000, 147.0000, 255, 255, 255
L 75.0000, -376.0000, 147.0000, 75.0000, -277.0000, 147.0000, 255, 255, 255
L 75.0000, -277.0000, 147.0000, 190.0000, -277.0000, 147.0000, 255, 255, 255
L 258.0000, -370.0000, 147.0000, 158.0000, -370.0000, 147.0000, 255, 255, 255
L 158.0000, -370.0000, 147.0000, 158.0000, -384.0000, 147.0000, 255, 255, 255
L -322.0000, -529.0000, 124.0000, -356.0000, -529.0000, 124.0000, 125, 125, 125
L -225.0000, -238.0000, 124.0000, -225.0000, -75.0000, 124.0000, 125, 125, 125
L -225.0000, -75.0000, 124.0000, -311.0000, -75.0000, 124.0000, 125, 125, 125
L -311.0000, -75.0000, 124.0000, -311.0000, -107.0000, 124.0000, 125, 125, 125
L -311.0000, -107.0000, 124.0000, -322.0000, -107.0000, 124.0000, 125, 125, 125
L -322.0000, -107.0000, 124.0000, -322.0000, -75.0000, 124.0000, 125, 125, 125
L -322.0000, -75.0000, 124.0000, -528.0000, -75.0000, 124.0000, 125, 125, 125
L -528.0000, -75.0000, 124.0000, -528.0000, -158.0000, 124.0000, 125, 125, 125
L -528.0000, -158.0000, 124.0000, -442.5320, -159.0000, 124.0000, 125, 125, 125
L -438.0000, -278.0000, 124.0000, -430.0000, -278.0000, 124.0000, 125, 125, 125
L -548.0000, -355.0000, 124.0000, -548.0000, -418.0000, 124.0000, 125, 125, 125
L -548.0000, -418.0000, 124.0000, -435.0000, -418.0000, 124.0000, 125, 125, 125
L -278.0000, -238.0000, 124.0000, -278.0000, -158.0000, 124.0000, 125, 125, 125
L -278.0000, -158.0000, 124.0000, -311.0000, -158.0000, 124.0000, 125, 125, 125
L -311.0000, -158.0000, 124.0000, -311.0000, -130.0000, 124.0000, 125, 125, 125
L -311.0000, -130.0000, 124.0000, -322.0000, -130.0000, 124.0000, 125, 125, 125
L -322.0000, -130.0000, 124.0000, -322.0000, -158.0000, 124.0000, 125, 125, 125
L -322.0000, -158.0000, 124.0000, -385.8818, -158.0000, 124.0000, 125, 125, 125
L -395.0000, -278.0000, 124.0000, -404.0000, -278.0000, 124.0000, 125, 125, 125
L -262.0000, -55.0000, 124.0000, -199.0000, -2.0000, 124.0000, 125, 125, 125
L -199.0000, -2.0000, 124.0000, -239.0000, 45.0000, 124.0000, 125, 125, 125
L -384.0000, 79.0000, 124.0000, -359.0000, 100.0000, 124.0000, 125, 125, 125
L -359.0000, 100.0000, 124.0000, -319.0000, 55.0000, 124.0000, 125, 125, 125
L -292.0000, 78.0000, 124.0000, -317.0000, 108.0000, 124.0000, 125, 125, 125
L -317.0000, 108.0000, 124.0000, -300.0000, 123.0000, 124.0000, 125, 125, 125
L -300.0000, 123.0000, 124.0000, -260.0000, 75.0000, 124.0000, 125, 125, 125
L -420.0000, 37.0000, 124.0000, -420.0000, -45.0000, 124.0000, 125, 125, 125
L -518.0000, 176.0000, 124.0000, -425.0000, 176.0000, 124.0000, 125, 125, 125
L -425.0000, 176.0000, 124.0000, -425.0000, 239.0000, 124.0000, 125, 125, 125
L -425.0000, 239.0000, 124.0000, -448.0000, 239.0000, 124.0000, 125, 125, 125
L -493.0000, 330.0000, 124.0000, -464.0000, 330.0000, 124.0000, 125, 125, 125
L -464.0000, 330.0000, 124.0000, -464.0000, 297.0000, 124.0000, 125, 125, 125
L -464.0000, 297.0000, 124.0000, -490.0000, 297.0000, 124.0000, 125, 125, 125
L -417.0000, 368.0000, 124.0000, -432.0000, 368.0000, 124.0000, 125, 125, 125
L -470.0000, 580.0000, 124.0000, -494.0000, 580.0000, 124.0000, 125, 125, 125
L -494.0000, 580.0000, 124.0000, -494.0000, 487.0000, 124.0000, 125, 125, 125
L -494.0000, 487.0000, 124.0000, -431.0000, 487.0000, 124.0000, 125, 125, 125
L -431.0000, 487.0000, 124.0000, -431.0000, 510.0000, 124.0000, 125, 125, 125
L -233.0000, 564.0000, 124.0000, -233.0000, 531.0000, 124.0000, 125, 125, 125
L -233.0000, 531.0000, 124.0000, -203.0000, 531.0000, 124.0000, 125, 125, 125
L -203.0000, 531.0000, 124.0000, -203.0000, 481.0000, 124.0000, 125, 125, 125
L -176.0000, 293.0000, 124.0000, -176.0000, 376.0000, 124.0000, 125, 125, 125
L 108.0000, 259.0000, 147.0000, 188.0000, 259.0000, 147.0000, 255, 255, 255
L 188.0000, 259.0000, 147.0000, 188.0000, 326.0000, 147.0000, 255, 255, 255
L 188.0000, 337.0000, 147.0000, 188.0000, 375.0000, 147.0000, 255, 255, 255
L 188.0000, 375.0000, 147.0000, 52.0000, 376.0000, 147.0000, 255, 255, 255
L -131.0000, 369.0000, 147.0000, -32.0000, 369.0000, 147.0000, 255, 255, 255
L 108.0000, 206.0000, 147.0000, 271.0000, 206.0000, 147.0000, 255, 255, 255
L 271.0000, 206.0000, 147.0000, 271.0000, 326.0000, 147.0000, 255, 255, 255
L 271.0000, 337.0000, 147.0000, 271.0000, 509.0000, 147.0000, 255, 255, 255
L 271.0000, 509.0000, 147.0000, 188.0000, 509.0000, 147.0000, 255, 255, 255
L 188.0000, 509.0000, 147.0000, 188.0000, 419.0000, 147.0000, 255, 255, 255
L 188.0000, 419.0000, 147.0000, 51.0000, 420.0000, 147.0000, 255, 255, 255
L 51.0000, 420.0000, 147.0000, 51.0000, 443.0000, 147.0000, 255, 20, 147
L -8.0000, 529.0000, 147.0000, -71.0000, 529.0000, 147.0000, 255, 255, 255
L -71.0000, 529.0000, 147.0000, -71.0000, 416.0000, 147.0000, 255, 255, 255
L -71.0000, 416.0000, 147.0000, -32.0000, 416.0000, 147.0000, 255, 255, 255
L -173.0000, 418.0000, 124.0000, -173.0000, 450.0000, 124.0000, 125, 125, 125
L 172.0000, 360.0000, 124.0000, 89.0000, 360.0000, 124.0000, 125, 125, 125
L 383.0000, 144.0000, 124.0000, 383.0000, 207.0000, 124.0000, 125, 125, 125
L 383.0000, 207.0000, 124.0000, 334.0000, 207.0000, 124.0000, 125, 125, 125
L 300.0000, 158.0000, 124.0000, 300.0000, 144.0000, 124.0000, 125, 125, 125
L 300.0000, 144.0000, 124.0000, 383.0000, 144.0000, 124.0000, 125, 125, 125
L 421.0000, 194.0000, 124.0000, 453.0000, 194.0000, 124.0000, 125, 125, 125
L 453.0000, 277.0000, 124.0000, 361.0000, 277.0000, 124.0000, 125, 125, 125
L 361.0000, 277.0000, 124.0000, 361.0000, 214.0000, 124.0000, 125, 125, 125
L 361.0000, 214.0000, 124.0000, 383.0000, 214.0000, 124.0000, 125, 125, 125
L 487.0000, 345.0000, 124.0000, 512.0000, 302.0000, 124.0000, 125, 125, 125
L 512.0000, 302.0000, 124.0000, 541.0000, 319.0000, 124.0000, 125, 125, 125
L 467.0000, 372.0000, 124.0000, 445.0000, 359.0000, 124.0000, 125, 125, 125
L 445.0000, 359.0000, 124.0000, 462.0000, 330.0000, 124.0000, 125, 125, 125
L 456.0000, 482.0000, 124.0000, 447.0000, 476.0000, 124.0000, 125, 125, 125
L 409.0000, 398.0000, 124.0000, 413.0000, 392.0000, 124.0000, 125, 125, 125
L 416.0000, 386.0000, 124.0000, 488.0000, 427.0000, 124.0000, 125, 125, 125
L 354.0000, 457.0000, 124.0000, 354.0000, 490.0000, 124.0000, 125, 125, 125
L 354.0000, 490.0000, 124.0000, 325.0000, 490.0000, 124.0000, 125, 125, 125
L 293.0000, 611.0000, 124.0000, 257.2363, 611.0000, 124.0000, 125, 125, 125
L 210.0000, 548.0000, 124.0000, 243.0000, 548.0000, 124.0000, 125, 125, 125
L 18.0000, 589.0000, 124.0000, 18.0000, 530.0000, 124.0000, 125, 125, 125
L 18.0000, 530.0000, 124.0000, 51.0000, 530.0000, 124.0000, 125, 125, 125
L 51.0000, 613.0000, 124.0000, -41.0000, 613.0000, 124.0000, 125, 125, 125
L -41.0000, 613.0000, 124.0000, -41.0000, 550.0000, 124.0000, 125, 125, 125
L -41.0000, 550.0000, 124.0000, -18.0000, 550.0000, 124.0000, 125, 125, 125
L -18.0000, 550.0000, 124.0000, -18.0000, 589.0000, 124.0000, 125, 125, 125
L -470.0000, 510.0000, 124.0000, -470.0000, 535.0000, 124.0000, 125, 125, 125
L -431.0000, 510.0000, 124.0000, -470.0000, 510.0000, 124.0000, 125, 125, 125
L -470.0000, 535.0000, 124.0000, -470.0000, 546.0000, 124.0000, 125, 125, 125
L -411.0000, 580.0000, 124.0000, -426.0000, 580.0000, 124.0000, 125, 125, 125
L -470.0000, 546.0000, 124.0000, -411.0000, 546.0000, 124.0000, 125, 125, 125
L -411.0000, 546.0000, 124.0000, -411.0000, 580.0000, 124.0000, 125, 125, 125
L -417.0000, 451.0000, 124.0000, -478.0000, 451.0000, 124.0000, 125, 125, 125
L -478.0000, 368.0000, 124.0000, -478.0000, 451.0000, 124.0000, 125, 125, 125
