P -900, -400, -259, 102, 0, 204, 2, Basement
P -900, -300, -7, 0, 0, 0, 2, First_Floor
P -900, -200, 129, 0, 204, 204, 2, Second_Floor
P -900, -100, 256, 0, 204, 0, 2, Third_Floor
L 126.0, -260.0, -225.0, 138.0, -260.0, -225.0, 178, 102, 255
L 138.0, -260.0, -225.0, 242.0, -260.0, -194.0, 204, 0, 204
L 132.0, -247.0, -225.0, 132.0, -243.2, -225.0, 178, 102, 255
L 138.0, -242.0, -225.0, 188.0, -242.0, -225.0, 178, 102, 255
L 138.0, -247.0, -225.0, 138.0, -243.2, -225.0, 178, 102, 255
L 132.0, -243.2, -225.0, 132.0, -242.0, -225.0, 178, 102, 255
L 132.0, -243.2, -225.0, 134.0, -243.2, -225.0, 178, 102, 255
L 134.0, -244.5, -225.0, 134.0, -242.0, -225.0, 178, 102, 255
L 134.0, -244.5, -225.0, 136.0, -244.5, -225.0, 178, 102, 255
L 134.0, -242.0, -225.0, 136.0, -242.0, -225.0, 0, 204, 204
L 136.0, -244.5, -225.0, 136.0, -243.2, -225.0, 178, 102, 255
L 136.0, -243.2, -225.0, 136.0, -242.0, -225.0, 178, 102, 255
L 138.0, -243.2, -225.0, 138.0, -242.0, -225.0, 178, 102, 255
L 136.0, -243.2, -225.0, 138.0, -243.2, -225.0, 178, 102, 255
L 221.5, -68.0, -194.0, 256.0, -68.0, -194.0, 204, 0, 204
L 221.0, -68.0, -194.0, 221.5, -68.0, -194.0, 204, 0, 204
L 203.0, -71.0, -194.0, 203.0, -74.0, -194.0, 204, 0, 204
L 203.0, -71.0, -194.0, 209.0, -71.0, -194.0, 205, 133, 63
L 209.0, -74.0, -194.0, 209.0, -68.0, -194.0, 205, 133, 63
L 209.0, -74.0, -194.0, 215.0, -74.0, -194.0, 205, 133, 63
L 209.0, -68.0, -194.0, 215.0, -68.0, -194.0, 205, 133, 63
L 215.0, -74.0, -194.0, 215.0, -71.0, -194.0, 205, 133, 63
L 215.0, -71.0, -194.0, 215.0, -68.0, -194.0, 205, 133, 63
L 221.0, -71.0, -194.0, 221.0, -68.0, -194.0, 204, 0, 204
L 215.0, -71.0, -194.0, 221.0, -71.0, -194.0, 205, 133, 63
L 167.0, 25.0, -194.0, 167.0, 87.0, -194.0, 204, 0, 204
L 203.0, 90.0, -194.0, 203.0, 87.0, -194.0, 204, 0, 204
L 203.0, 90.0, -194.0, 209.0, 90.0, -194.0, 205, 133, 63
L 209.0, 87.0, -194.0, 209.0, 93.0, -194.0, 205, 133, 63
L 209.0, 87.0, -194.0, 215.0, 87.0, -194.0, 205, 133, 63
L 209.0, 93.0, -194.0, 215.0, 93.0, -194.0, 205, 133, 63
L 215.0, 87.0, -194.0, 215.0, 90.0, -194.0, 205, 133, 63
L 215.0, 90.0, -194.0, 215.0, 93.0, -194.0, 205, 133, 63
L 221.0, 90.0, -194.0, 221.0, 93.0, -194.0, 204, 0, 204
L 215.0, 90.0, -194.0, 221.0, 90.0, -194.0, 205, 133, 63
L 154.0, -0.0, -194.0, 154.0, -153.0, -194.0, 204, 0, 204
L 167.0, 0.0, -194.0, 160.5, -0.0, -194.0, 204, 0, 204
L 154.0, 16.7, -194.0, 154.0, 8.3, -194.0, 205, 133, 63
L 160.5, 25.0, -194.0, 154.0, 25.0, -194.0, 204, 0, 204
L 160.5, 25.0, -194.0, 160.5, 16.7, -194.0, 205, 133, 63
L 154.0, 16.7, -194.0, 167.0, 16.7, -194.0, 205, 133, 63
L 154.0, 8.3, -194.0, 160.5, 8.3, -194.0, 205, 133, 63
L 160.5, 8.3, -194.0, 167.0, 8.3, -194.0, 205, 133, 63
L 160.5, -0.0, -194.0, 154.0, -0.0, -194.0, 204, 0, 204
L 160.5, 8.3, -194.0, 160.5, -0.0, -194.0, 205, 133, 63
L 167.0, 16.7, -194.0, 167.0, 8.3, -194.0, 205, 133, 63
L 76.0, 227.0, -225.0, 171.0, 227.0, -225.0, 150, 150, 150
L 172.0, 207.0, -225.0, 21.0, 206.0, -225.0, 150, 150, 150
L 171.0, 221.0, -225.0, 171.0, 227.0, -225.0, 150, 150, 150
L 172.0, 212.0, -225.0, 172.0, 207.0, -225.0, 150, 150, 150
L -71.0, -8.0, -258.0, 14.0, -8.0, -254.0, 150, 150, 150
L 21.0, -3.0, -225.0, -71.0, -3.0, -258.0, 150, 150, 150
L -71.0, -3.0, -258.0, -71.0, -8.0, -258.0, 150, 150, 150
L -302.0, 102.0, -255.0, -302.0, 98.0, -255.0, 102, 0, 204
L -279.0, 98.0, -255.0, -302.0, 98.0, -255.0, 102, 0, 204
L -302.0, 115.0, -255.0, -302.0, 121.0, -255.0, 102, 0, 204
L -280.0, 121.0, -255.0, -302.0, 121.0, -255.0, 102, 0, 204
L -171.0, 27.0, -255.0, -171.0, 47.2, -255.0, 102, 0, 204
L -148.0, 51.0, -255.0, -154.0, 50.0, -255.0, 102, 0, 204
L -167.4, 47.8, -255.0, -171.0, 47.2, -255.0, 102, 0, 204
L -350.0, 27.0, -255.0, -350.0, 50.0, -255.0, 102, 0, 204
L -350.0, 50.0, -255.0, -354.0, 50.0, -255.0, 102, 0, 204
L -367.0, 50.0, -255.0, -374.0, 50.0, -255.0, 102, 0, 204
L -374.0, 27.0, -255.0, -374.0, 50.0, -255.0, 102, 0, 204
L -171.0, -30.0, -255.0, -171.0, -9.0, -255.0, 102, 0, 204
L -166.0, -67.0, -255.0, -152.3, -30.0, -255.0, 102, 0, 204
L -152.3, -30.0, -255.0, -147.0, -30.0, -255.0, 102, 0, 204
L -178.0, -55.0, -255.0, -167.1, -30.0, -255.0, 102, 0, 204
L -167.1, -30.0, -255.0, -171.0, -30.0, -255.0, 102, 0, 204
L -218.0, -102.0, -255.0, -218.0, -98.0, -255.0, 102, 0, 204
L -218.0, -83.0, -255.0, -218.0, -79.0, -255.0, 102, 0, 204
L -242.0, -79.0, -255.0, -218.0, -79.0, -255.0, 102, 0, 204
L -302.0, -80.0, -255.0, -302.0, -83.4, -255.0, 102, 0, 204
L -302.0, -98.4, -255.0, -302.0, -103.2, -255.0, 102, 0, 204
L -278.0, -101.0, -255.0, -302.0, -103.2, -255.0, 102, 0, 204
L -316.4, -92.6, -255.0, -338.0, -84.0, -255.0, 102, 0, 204
L -316.4, -92.6, -255.0, -302.0, -98.4, -255.0, 102, 0, 204
L -311.4, -79.5, -255.0, -303.0, -83.0, -255.0, 102, 0, 204
L -303.0, -83.0, -255.0, -302.0, -83.4, -255.0, 102, 0, 204
L -302.0, -80.0, -255.0, -278.0, -80.0, -255.0, 102, 0, 204
L -373.0, -32.0, -255.0, -368.0, -32.0, -255.0, 102, 0, 204
L -353.0, -32.0, -255.0, -350.0, -32.0, -255.0, 102, 0, 204
L -350.0, -10.0, -255.0, -350.0, -32.0, -255.0, 102, 0, 204
L -265.0, -155.9, 249.0, -265.0, -160.0, 249.0, 0, 204, 0
L -265.0, -155.9, 249.0, -259.0, -155.9, 249.0, 205, 133, 63
L -259.0, -160.0, 249.0, -259.0, -151.9, 249.0, 205, 133, 63
L -259.0, -160.0, 249.0, -253.0, -160.0, 249.0, 205, 133, 63
L -259.0, -151.9, 249.0, -253.0, -151.9, 249.0, 205, 133, 63
L -253.0, -160.0, 249.0, -253.0, -155.9, 249.0, 205, 133, 63
L -253.0, -155.9, 249.0, -253.0, -151.9, 249.0, 205, 133, 63
L -247.0, -155.9, 249.0, -247.0, -104.2, 249.0, 0, 204, 0
L -253.0, -155.9, 249.0, -247.0, -155.9, 249.0, 205, 133, 63
L -278.0, -80.0, -255.0, -278.0, -101.0, -255.0, 102, 0, 204
L -174.0, -61.0, -6.0, -178.0, -61.0, -6.0, 0, 0, 0
L -119.0, -57.0, -6.0, -174.0, -57.0, -6.0, 150, 150, 150
L -174.0, -61.0, -6.0, -174.0, -57.0, -6.0, 0, 0, 0
L 26.0, 42.0, -6.0, 1.0, 42.0, -6.0, 0, 0, 0
L -34.0, -82.0, -6.0, -34.0, -9.0, -6.0, 0, 0, 0
L -34.0, 2.3, -6.0, -34.0, -3.3, -6.0, 205, 133, 63
L -34.0, 2.3, -6.0, -30.7, 2.3, -6.0, 205, 133, 63
L -34.0, -3.3, -6.0, -30.7, -3.3, -6.0, 205, 133, 63
L -27.4, 2.3, -6.0, -27.4, -3.3, -6.0, 205, 133, 63
L -30.7, 2.3, -6.0, -27.4, 2.3, -6.0, 205, 133, 63
L -30.7, 8.0, -6.0, -30.7, 2.3, -6.0, 205, 133, 63
L -30.7, -3.3, -6.0, -27.4, -3.3, -6.0, 205, 133, 63
L -34.0, 8.0, -6.0, -34.0, 81.0, -6.0, 0, 0, 0
L -30.7, -9.0, -6.0, 15.7, -9.0, -6.0, 0, 0, 0
L 26.0, 26.0, -6.0, 17.0, 26.0, -6.0, 0, 0, 0
L 1.0, 42.0, -6.0, 1.0, 8.0, -6.0, 0, 0, 0
L 26.0, 42.0, -6.0, 35.9, 42.0, -6.0, 0, 0, 0
L 17.0, 26.0, -6.0, 15.7, 26.0, -6.0, 0, 0, 0
L 26.0, 42.0, -6.0, 26.0, 26.0, -6.0, 199, 21, 133
L 26.0, 26.0, -6.0, 35.9, 26.0, -6.0, 0, 0, 0
L 15.7, 26.3, -6.0, 15.7, -9.0, -6.0, 0, 0, 0
L -30.7, -3.3, -6.0, -30.7, -9.0, -6.0, 205, 133, 63
L -34.0, 8.0, -6.0, 1.0, 8.0, -6.0, 0, 0, 0
L -34.0, -9.0, -6.0, -30.7, -9.0, -6.0, 0, 0, 0
L -173.0, -53.0, 0.0, -173.0, -41.9, 0.0, 0, 0, 0
L -139.0, -53.0, 0.0, -173.0, -53.0, 0.0, 150, 150, 150
L -159.0, -41.9, 0.0, -139.0, -41.9, 0.0, 150, 150, 150
L -139.0, -41.9, 0.0, -119.0, -42.0, -6.0, 150, 150, 150
L -173.0, 80.0, 9.0, -112.0, 80.0, 9.0, 0, 0, 0
L -95.0, 65.0, 9.0, -159.0, 65.0, 9.0, 150, 150, 150
L -173.0, 80.0, 9.0, -173.0, 65.0, 9.0, 0, 0, 0
L -310.0, 246.0, -255.0, -310.0, 259.0, -255.0, 102, 0, 204
L -310.0, 286.0, -255.0, -310.0, 301.0, -255.0, 102, 0, 204
L -213.0, 246.0, -255.0, -213.0, 259.0, -255.0, 102, 0, 204
L -213.0, 286.0, -255.0, -232.0, 286.0, -255.0, 102, 0, 204
L -213.0, 286.0, -255.0, -213.0, 298.0, -255.0, 102, 0, 204
L -206.0, 298.0, -255.0, -213.0, 298.0, -255.0, 102, 0, 204
L -827.0, 173.0, 401.0, -827.0, 220.0, 401.0, 102, 255, 102
L -928.0, 173.0, 401.0, -928.0, 220.0, 401.0, 102, 255, 102
L -928.0, 173.0, 401.0, -891.0, 173.0, 401.0, 102, 255, 102
L -864.0, 173.0, 401.0, -827.0, 173.0, 401.0, 102, 255, 102
L -810.0, 173.0, 401.0, -773.0, 173.0, 401.0, 102, 255, 102
L -810.0, 173.0, 401.0, -810.0, 220.0, 401.0, 102, 255, 102
L -827.0, 220.0, 401.0, -928.0, 220.0, 401.0, 102, 255, 102
L -945.0, 220.0, 401.0, -1052.8, 220.0, 401.0, 102, 255, 102
L -750.0, 428.0, 401.0, -810.0, 428.0, 401.0, 102, 255, 102
L -827.0, 428.0, 401.0, -928.0, 428.0, 401.0, 102, 255, 102
L -827.0, 475.0, 401.0, -827.0, 428.0, 401.0, 102, 255, 102
L -946.0, 475.0, 401.0, -946.0, 428.0, 401.0, 102, 255, 102
L -1052.8, 220.0, 401.0, -1052.8, 428.0, 401.0, 102, 255, 102
L -946.0, 428.0, 401.0, -1052.8, 428.0, 401.0, 102, 255, 102
L -702.0, 333.0, 401.0, -750.0, 333.0, 401.0, 102, 255, 102
L -270.0, 935.0, 277.0, -270.0, 915.0, 277.0, 150, 150, 150
L -290.0, 915.0, 277.0, -270.0, 915.0, 277.0, 150, 150, 150
L -200.0, 915.0, 277.0, -180.0, 915.0, 277.0, 150, 150, 150
L -290.0, 846.0, 277.0, -270.0, 846.0, 277.0, 150, 150, 150
L -200.0, 935.0, 277.0, -200.0, 915.0, 277.0, 150, 150, 150
L -200.0, 846.0, 277.0, -180.0, 846.0, 277.0, 150, 150, 150
L -200.0, 846.0, 277.0, -200.0, 826.0, 277.0, 150, 150, 150
L -270.0, 846.0, 277.0, -270.0, 826.0, 277.0, 150, 150, 150
L -270.0, 826.0, 277.0, -245.0, 826.0, 277.0, 150, 150, 150
L -225.0, 826.0, 277.0, -200.0, 826.0, 277.0, 150, 150, 150
L -261.2, 880.5, 277.0, -257.7, 893.6, 277.0, 255, 255, 0
L -257.7, 893.6, 277.0, -253.6, 897.8, 277.0, 255, 255, 0
L -248.1, 903.2, 277.0, -235.0, 906.8, 277.0, 255, 255, 0
L -235.0, 906.8, 277.0, -221.9, 903.2, 277.0, 255, 255, 0
L -221.9, 903.2, 277.0, -212.3, 893.6, 277.0, 255, 255, 0
L -212.3, 893.6, 277.0, -208.8, 880.5, 277.0, 255, 255, 0
L -208.8, 880.5, 277.0, -212.3, 867.4, 277.0, 255, 255, 0
L -212.3, 867.4, 277.0, -221.9, 857.8, 277.0, 255, 255, 0
L -221.9, 857.8, 277.0, -235.0, 854.2, 277.0, 255, 255, 0
L -235.0, 854.2, 277.0, -248.1, 857.8, 277.0, 255, 255, 0
L -248.1, 857.8, 277.0, -257.7, 867.4, 277.0, 255, 255, 0
L -257.7, 867.4, 277.0, -261.2, 880.5, 277.0, 255, 255, 0
L -253.6, 897.8, 277.0, -252.5, 898.9, 277.0, 255, 255, 0
L -252.5, 898.9, 277.0, -248.1, 903.2, 277.0, 255, 255, 0
L -261.2, 880.5, 277.0, -208.8, 880.5, 277.0, 255, 255, 0
L -67.0, 86.0, 249.0, 25.0, 86.0, 249.0, 0, 204, 0
L 25.0, 86.0, 249.0, 25.0, 292.0, 249.0, 0, 204, 0
L 25.0, 292.0, 249.0, -178.0, 292.0, 249.0, 0, 204, 0
L -178.0, 86.0, 249.0, -178.0, 292.0, 249.0, 0, 204, 0
L -111.0, 244.0, 259.0, -40.0, 244.0, 259.0, 150, 150, 150
L -40.0, 153.0, 259.0, -21.0, 153.0, 259.0, 150, 150, 150
L -21.0, 223.0, 259.0, -40.0, 223.0, 259.0, 150, 150, 150
L -111.0, 223.0, 259.0, -131.0, 223.0, 259.0, 150, 150, 150
L -131.0, 153.0, 259.0, -111.0, 153.0, 259.0, 150, 150, 150
L 0.8, 109.5, 249.0, -66.0, 109.5, 249.0, 150, 150, 150
L 0.8, 268.0, 249.0, -165.1, 268.0, 249.0, 150, 150, 150
L -165.1, 109.5, 249.0, -86.0, 109.5, 249.0, 150, 150, 150
L 0.8, 268.0, 130.0, 0.8, 109.5, 130.0, 150, 150, 150
L -86.0, 133.0, 146.0, -86.0, 109.5, 130.0, 150, 150, 150
L -165.1, 268.0, 130.0, -165.1, 109.5, 130.0, 150, 150, 150
L -66.0, 133.0, 146.0, -66.0, 109.5, 130.0, 150, 150, 150
L -86.0, 133.0, 259.0, -86.0, 109.5, 249.0, 150, 150, 150
L -66.0, 109.5, 249.0, -66.0, 133.0, 259.0, 150, 150, 150
L 0.8, 109.5, 249.0, 0.8, 268.0, 249.0, 150, 150, 150
L -165.1, 109.5, 249.0, -165.1, 268.0, 249.0, 150, 150, 150
L -165.1, 268.0, 130.0, 0.8, 268.0, 130.0, 150, 150, 150
L -165.1, 109.5, 130.0, -86.0, 109.5, 130.0, 150, 150, 150
L 0.8, 109.5, 130.0, -66.0, 109.5, 130.0, 150, 150, 150
L -21.0, 223.0, 146.0, -21.0, 153.0, 146.0, 150, 150, 150
L -131.0, 153.0, 146.0, -131.0, 223.0, 146.0, 150, 150, 150
L -111.0, 133.0, 146.0, -111.0, 153.0, 146.0, 150, 150, 150
L -40.0, 133.0, 146.0, -40.0, 153.0, 146.0, 150, 150, 150
L -111.0, 223.0, 146.0, -111.0, 244.0, 146.0, 150, 150, 150
L -40.0, 223.0, 146.0, -40.0, 244.0, 146.0, 150, 150, 150
L -111.0, 133.0, 259.0, -111.0, 153.0, 259.0, 150, 150, 150
L -131.0, 153.0, 259.0, -131.0, 223.0, 259.0, 150, 150, 150
L -111.0, 223.0, 259.0, -111.0, 244.0, 259.0, 150, 150, 150
L -40.0, 223.0, 259.0, -40.0, 244.0, 259.0, 150, 150, 150
L -21.0, 223.0, 259.0, -21.0, 153.0, 259.0, 150, 150, 150
L -40.0, 153.0, 259.0, -40.0, 133.0, 259.0, 150, 150, 150
L -131.0, 153.0, 146.0, -111.0, 153.0, 146.0, 150, 150, 150
L -131.0, 223.0, 146.0, -111.0, 223.0, 146.0, 150, 150, 150
L -111.0, 244.0, 146.0, -40.0, 244.0, 146.0, 150, 150, 150
L -40.0, 223.0, 146.0, -21.0, 223.0, 146.0, 150, 150, 150
L -40.0, 153.0, 146.0, -21.0, 153.0, 146.0, 150, 150, 150
L -86.0, 133.0, 146.0, -111.0, 133.0, 146.0, 150, 150, 150
L -40.0, 133.0, 146.0, -66.0, 133.0, 146.0, 150, 150, 150
L -111.0, 133.0, 259.0, -86.0, 133.0, 259.0, 150, 150, 150
L -66.0, 133.0, 259.0, -40.0, 133.0, 259.0, 150, 150, 150
L -101.8, 188.0, 146.0, -98.2, 174.9, 146.0, 255, 255, 0
L -52.8, 174.9, 146.0, -49.2, 188.0, 146.0, 255, 255, 0
L -62.4, 210.7, 146.0, -75.5, 214.2, 146.0, 255, 255, 0
L -88.6, 210.7, 146.0, -98.2, 201.1, 146.0, 255, 255, 0
L -88.6, 165.3, 146.0, -86.0, 164.6, 146.0, 255, 255, 0
L -98.2, 174.9, 259.0, -101.8, 188.0, 259.0, 255, 255, 0
L -98.2, 201.1, 259.0, -88.6, 210.7, 259.0, 255, 255, 0
L -75.5, 214.2, 259.0, -62.4, 210.7, 259.0, 255, 255, 0
L -52.8, 174.9, 259.0, -49.2, 188.0, 259.0, 255, 255, 0
L -57.1, 170.5, 259.0, -62.4, 165.3, 259.0, 255, 255, 0
L -57.1, 170.5, 146.0, -52.8, 174.9, 146.0, 255, 255, 0
L -98.2, 201.1, 146.0, -101.8, 188.0, 146.0, 255, 255, 0
L -49.2, 188.0, 146.0, -52.8, 201.1, 146.0, 255, 255, 0
L -75.5, 214.2, 146.0, -88.6, 210.7, 146.0, 255, 255, 0
L -93.9, 170.5, 146.0, -88.6, 165.3, 146.0, 255, 255, 0
L -101.8, 188.0, 259.0, -98.2, 201.1, 259.0, 255, 255, 0
L -88.6, 210.7, 259.0, -75.5, 214.2, 259.0, 255, 255, 0
L -49.2, 188.0, 259.0, -52.8, 201.1, 259.0, 255, 255, 0
L -52.8, 174.9, 259.0, -57.1, 170.5, 259.0, 255, 255, 0
L -62.4, 165.3, 259.0, -66.0, 164.3, 259.0, 255, 255, 0
L -88.6, 165.3, 259.0, -93.9, 170.5, 259.0, 255, 255, 0
L -52.8, 201.1, 146.0, -62.4, 210.7, 146.0, 255, 255, 0
L -98.2, 174.9, 146.0, -93.9, 170.5, 146.0, 255, 255, 0
L -93.9, 170.5, 259.0, -98.2, 174.9, 259.0, 255, 255, 0
L -52.8, 201.1, 259.0, -62.4, 210.7, 259.0, 255, 255, 0
L -86.0, 164.6, 259.0, -88.6, 165.3, 259.0, 255, 255, 0
L -66.0, 164.3, 146.0, -62.4, 165.3, 146.0, 255, 255, 0
L -62.4, 165.3, 146.0, -57.1, 170.5, 146.0, 255, 255, 0
L -52.8, 174.9, 259.0, -52.8, 174.9, 146.0, 255, 255, 0
L -49.2, 188.0, 259.0, -49.2, 188.0, 146.0, 255, 255, 0
L -52.8, 201.1, 259.0, -52.8, 201.1, 146.0, 255, 255, 0
L -62.4, 210.7, 259.0, -62.4, 210.7, 146.0, 255, 255, 0
L -75.5, 214.2, 259.0, -75.5, 214.2, 146.0, 255, 255, 0
L -88.6, 210.7, 146.0, -88.6, 210.7, 259.0, 255, 255, 0
L -98.2, 201.1, 259.0, -98.2, 201.1, 146.0, 255, 255, 0
L -101.8, 188.0, 259.0, -101.8, 188.0, 146.0, 255, 255, 0
L -98.2, 174.9, 259.0, -98.2, 174.9, 146.0, 255, 255, 0
L -88.6, 165.3, 259.0, -88.6, 165.3, 146.0, 255, 255, 0
L -62.4, 165.3, 259.0, -62.4, 165.3, 146.0, 255, 255, 0
L 132.0, 1.6, -258.0, 192.5, 1.6, -258.0, 102, 0, 204
L 194.1, -0.4, -258.0, 194.1, -149.9, -258.0, 102, 0, 204
L 194.1, -149.9, -258.0, 301.4, -149.9, -258.0, 102, 0, 204
L 301.4, -149.9, -258.0, 301.4, 169.9, -258.0, 102, 0, 204
L 301.4, 169.9, -258.0, 194.1, 169.9, -258.0, 102, 0, 204
L 194.1, 169.9, -258.0, 194.1, 20.8, -258.0, 102, 0, 204
L 192.2, 18.4, -258.0, 132.0, 18.4, -258.0, 102, 0, 204
L 132.9, -0.9, -258.0, 132.9, -149.9, -258.0, 102, 0, 204
